protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cpf_cnpj_proponente;valor_proposta;situacao_proposta
Doc. 55688/19;00023/2019;Pregao Presencial;201027;60.519.163,00;2019;85766050001-37;29.239.022,00;Vencedora
Doc. 55688/19;00023/2019;Pregao Presencial;201027;60.519.163,00;2019;132589730001-77;26.431.942,00;Vencedora
Doc. 55688/19;00023/2019;Pregao Presencial;201027;60.519.163,00;2019;267285610001-03;29.204.200,00;Vencedora
Doc. 55689/19;00015/2019;Pregao Presencial;201194;60.519.163,00;2019;230535890001-91;10.944.000,00;Vencedora
Doc. 55705/19;00021/2019;Pregao Presencial;601055;60.519.163,00;2019;228688210001-87;2.300.000,00;Vencedora
Doc. 55707/19;00021/2019;Pregao Presencial;201055;60.519.163,00;2019;228688210001-87;2.300.000,00;Vencedora
Doc. 55710/19;00023/2019;Pregao Presencial;201156;12.244.735,00;2019;299103030001-23;14.862.100,00;Vencedora
Doc. 55711/19;00024/2019;Pregao Presencial;201156;4.200.000,00;2019;17673950001-15;7.713.500,00;Vencedora
Doc. 55711/19;00024/2019;Pregao Presencial;201156;3.780.000,00;2019;94427540001-76;16.924.000,00;Vencedora
Doc. 55740/21;00007/2021;Adesao a Ata de Registro de Precos;602171;73.281.769,00;2021;117768340001-00;10.200.000,00;Vencedora
Doc. 55740/21;00007/2021;Adesao a Ata de Registro de Precos;602171;73.281.769,00;2021;154466590001-43;10.400.000,00;Perdedora
Doc. 55740/21;00007/2021;Adesao a Ata de Registro de Precos;602171;73.281.769,00;2021;266606270001-62;10.600.000,00;Perdedora
Doc. 55746/19;00017/2019;Pregao Presencial;201041;15.776.000,00;2019;110542420001-84;29.487.760,00;Vencedora
Doc. 55746/19;00017/2019;Pregao Presencial;201041;15.776.000,00;2019;279856640001-03;31.015.394,00;Vencedora
Doc. 55756/21;00026/2021;Pregao Presencial;201092;5.400.000,00;2021;54457110001-93;8.520.000,00;Perdedora
Doc. 55756/21;00026/2021;Pregao Presencial;201092;650.000,00;2021;405085840001-25;7.800.000,00;Perdedora
Doc. 55759/19;00004/2019;Tomada de Precos;201195;15.776.000,00;2019;104654800001-10;50.948.701,00;Vencedora
Doc. 55771/19;00035/2019;Pregao Presencial;201103;1.811.044,00;2019;81349750001-14;22.795.000,00;Perdedora
Doc. 55771/19;00035/2019;Pregao Presencial;201103;9.748.500,00;2019;87916590001-15;22.500.000,00;Perdedora
Doc. 55771/19;00035/2019;Pregao Presencial;201103;1.811.044,00;2019;107548280001-99;20.895.000,00;Perdedora
Doc. 55771/19;00035/2019;Pregao Presencial;201103;56.008.374,00;2019;357152340008-76;22.800.000,00;Vencedora
Doc. 55783/19;00023/2019;Pregao Presencial;201017;56.008.374,00;2019;122501090001-66;26.750.000,00;Vencedora
Doc. 55787/19;00056/2019;Pregao Presencial;201141;8.800.000,00;2019;298940430001-40;2.210.000,00;Vencedora
Doc. 55796/19;00016/2019;Pregao Presencial;201131;207.594.000,00;2019;46791190001-93;538.150,00;Vencedora
Doc. 55796/19;00016/2019;Pregao Presencial;201131;1.700.000,00;2019;92102190001-90;1.423.810,00;Vencedora
Doc. 55796/19;00016/2019;Pregao Presencial;201131;78.000.000,00;2019;110542420001-84;6.290.348,00;Vencedora
Doc. 55798/19;06021/2019;Pregao Presencial;201123;207.594.000,00;2019;58480890001-64;38.070.820,00;Vencedora
Doc. 55807/19;06022/2019;Pregao Presencial;201123;29.228.270,00;2019;213183840001-65;25.000.000,00;Vencedora
Doc. 55826/19;00045/2019;Pregao Presencial;201091;29.228.270,00;2019;269684990001-19;5.200.000,00;Vencedora
Doc. 55832/19;00008/2019;Pregao Eletronico;301095;16.905.750,00;2019;134406460001-31;3.678.600,00;Vencedora
Doc. 55832/19;00008/2019;Pregao Eletronico;301095;16.905.750,00;2019;151019660001-92;5.184.900,00;Perdedora
Doc. 55832/19;00008/2019;Pregao Eletronico;301095;16.905.750,00;2019;701065130001-67;3.483.790,00;Vencedora
Doc. 55837/19;00045/2019;Pregao Presencial;601091;16.905.750,00;2019;269684990001-19;5.200.000,00;Vencedora
Doc. 55845/19;00008/2019;Pregao Presencial;601143;1.788.000,00;2019;275455440001-95;4.800.000,00;Vencedora
Doc. 55860/19;00030/2019;Pregao Presencial;201172;3.300.000,00;2019;607469480001-12;7.250.400,00;Vencedora
Doc. 55907/19;00036/2019;Pregao Presencial;201215;1.920.000,00;2019;80609340001-20;10.344.000,00;Vencedora
Doc. 55907/19;00036/2019;Pregao Presencial;201215;1.920.000,00;2019;192963550001-06;11.308.500,00;Vencedora
Doc. 55972/21;00023/2021;Pregao Presencial;201204;1.440.000,00;2021;55602880001-72;2.400.000,00;Vencedora
Doc. 55984/19;00005/2019;Tomada de Precos;201025;17.500.000,00;2019;232088080001-64;3.328.500,00;Vencedora
Doc. 55986/19;23026/2019;Pregao Eletronico;303095;3.415.000,00;2019;91379340002-25;12.312.000,00;Vencedora
Doc. 55986/19;23026/2019;Pregao Eletronico;303095;17.500.000,00;2019;298680590001-88;3.195.500,00;Vencedora
Doc. 56032/19;01056/2019;Pregao Presencial;201135;24.162.000,00;2019;28758420001-12;11.494.800,00;Vencedora
Doc. 56040/19;00024/2019;Pregao Presencial;201010;24.162.000,00;2019;248269700001-09;4.700.000,00;Vencedora
Doc. 56060/20;01007/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);604050;9.490.500,00;2020;2709800001-42;8.250.000,00;Perdedora
Doc. 56060/20;01007/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);604050;9.490.500,00;2020;49494940001-06;2.650.000,00;Vencedora
Doc. 56060/20;01007/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);604050;9.490.500,00;2020;81586640001-95;3.200.000,00;Vencedora
Doc. 56060/20;01007/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);604050;9.490.500,00;2020;137442490001-53;7.300.000,00;Perdedora
Doc. 56078/19;20000/2019;Pregao Presencial;601147;24.162.000,00;2019;55602500001-08;8.580.000,00;Vencedora
Doc. 56080/20;00015/2020;Pregao Presencial;201105;9.490.500,00;2020;20423990001-07;17.000.000,00;Perdedora
Doc. 56080/20;00015/2020;Pregao Presencial;201105;9.490.500,00;2020;340594810001-22;12.350.000,00;Vencedora
Doc. 56097/19;00033/2019;Pregao Presencial;201114;24.162.000,00;2019;224444920001-47;1.560.000,00;Vencedora
Doc. 56103/19;00018/2019;Pregao Presencial;201097;24.162.000,00;2019;225849090001-77;2.316.000,00;Vencedora
Doc. 56103/19;00018/2019;Pregao Presencial;201097;24.162.000,00;2019;269509400001-35;2.400.000,00;Perdedora
Doc. 56103/19;00018/2019;Pregao Presencial;201097;24.162.000,00;2019;270883160001-33;2.280.000,00;Perdedora
Doc. 56174/19;00001/2019;Tomada de Precos;201145;24.162.000,00;2019;105710930001-68;5.988.000,00;Vencedora
Doc. 56182/19;00001/2019;Tomada de Precos;101145;24.162.000,00;2019;105710930001-68;3.586.800,00;Vencedora
Doc. 56184/19;00025/2019;Pregao Presencial;201049;24.162.000,00;2019;282496560001-61;5.385.000,00;Vencedora
Doc. 56184/19;00025/2019;Pregao Presencial;201049;7.171.123,00;2019;294471940001-50;8.985.000,00;Vencedora
Doc. 56186/19;00025/2019;Pregao Presencial;201152;18.350.000,00;2019;108978590001-07;2.750.000,00;Vencedora
Doc. 56190/19;00026/2019;Pregao Presencial;201049;19.719.549,00;2019;107466260001-03;4.800.000,00;Vencedora
Doc. 56191/19;00005/2019;Tomada de Precos;201120;19.719.549,00;2019;58811700001-46;5.567.817,00;Vencedora
Doc. 56192/19;00026/2019;Pregao Presencial;201152;19.719.549,00;2019;83975470001-84;17.490.000,00;Vencedora
Doc. 56196/19;00027/2019;Pregao Presencial;201152;37.462.930,00;2019;141396270001-32;800.000,00;Vencedora
Doc. 56203/19;00002/2019;Pregao Eletronico;603095;3.600.000,00;2019;295561510001-02;19.990.000,00;Vencedora
Doc. 56207/19;00006/2019;Pregao Eletronico;603095;4.178.000,00;2019;222266280001-42;3.394.994,00;Vencedora
Doc. 56219/19;00001/2019;Tomada de Precos;201117;48.980.625,00;2019;285368670001-85;9.990.000,00;Vencedora
Doc. 56250/21;00018/2021;Pregao Presencial;201220;1.440.000,00;2021;92007270001-97;5.000.000,00;Vencedora
Doc. 56250/21;00018/2021;Pregao Presencial;201220;391.000,00;2021;183633180001-00;5.000.000,00;Vencedora
Doc. 56256/19;00026/2019;Pregao Presencial;201217;12.938.010,00;2019;23230330001-06;20.990.000,00;Vencedora
Doc. 56313/19;23050/2018;Pregao Eletronico;303095;12.938.010,00;2019;165019160001-65;8.490.598,00;Vencedora
Doc. 56313/19;23050/2018;Pregao Eletronico;303095;12.938.010,00;2019;199189050001-73;5.585.900,00;Vencedora
Doc. 56326/19;00024/2019;Tomada de Precos;201155;34.012.304,00;2019;75885580001-89;38.763.689,00;Vencedora
Doc. 56330/19;00036/2019;Pregao Presencial;201075;34.012.304,00;2019;73187070001-90;9.791.200,00;Vencedora
Doc. 56330/19;00036/2019;Pregao Presencial;201075;34.012.304,00;2019;86029480001-29;2.176.100,00;Vencedora
Doc. 56330/19;00036/2019;Pregao Presencial;201075;34.012.304,00;2019;199189050001-73;4.759.100,00;Vencedora
Doc. 56332/19;00028/2019;Pregao Presencial;201025;34.012.304,00;2019;198355420001-02;6.000.000,00;Vencedora
Doc. 56336/19;00027/2019;Pregao Presencial;201025;34.012.304,00;2019;4058670001-27;2.808.000,00;Vencedora
Doc. 56340/19;00040/2019;Pregao Presencial;201127;2.000.000,00;2019;38278370001-05;6.750.000,00;Vencedora
Doc. 56340/19;00040/2019;Pregao Presencial;201127;2.000.000,00;2019;150342710001-35;6.500.000,00;Perdedora
Doc. 56340/19;00040/2019;Pregao Presencial;201127;3.160.000,00;2019;181623110001-12;6.100.000,00;Perdedora
Doc. 56341/19;00045/2019;Pregao Presencial;201179;5.963.000,00;2019;10349970001-63;1.684.600,00;Vencedora
Doc. 56341/19;00045/2019;Pregao Presencial;201179;2.000.000,00;2019;35382670001-25;1.780.000,00;Perdedora
Doc. 56341/19;00045/2019;Pregao Presencial;201179;2.000.000,00;2019;80609340001-20;2.194.000,00;Perdedora
Doc. 56341/19;00045/2019;Pregao Presencial;201179;2.600.000,00;2019;110587840001-25;180.000,00;Vencedora
Doc. 56362/19;00023/2019;Pregao Presencial;201029;5.963.000,00;2019;58213530001-76;34.590.000,00;Vencedora
Doc. 56381/19;00004/2019;Tomada de Precos;201127;5.963.000,00;2019;202659120001-00;24.430.338,00;Vencedora
Doc. 56387/19;00011/2019;Pregao Presencial;101050;5.963.000,00;2019;173060390001-34;7.500.000,00;Perdedora
Doc. 56387/19;00011/2019;Pregao Presencial;101050;5.963.000,00;2019;305094970001-39;7.500.000,00;Vencedora
Doc. 56407/21;00121/2021;Dispensa (Lei 14.133/21);201135;391.000,00;2021;372874340001-24;1.200.000,00;Vencedora
Doc. 56417/21;00119/2021;Dispensa (Lei 14.133/21);201135;391.000,00;2021;716301720001-97;3.000.000,00;Vencedora
Doc. 56425/19;00010/2019;Dispensa (Art. 24 - Lei 8.666/93);201157;15.385.800,00;2019;219198580001-24;1.620.000,00;Vencedora
Doc. 56436/19;00017/2019;Pregao Presencial;201119;15.385.800,00;2019;81602900001-42;1.314.850,00;Vencedora
Doc. 56436/19;00017/2019;Pregao Presencial;201119;8.595.936,00;2019;92102190001-90;551.960,00;Vencedora
Doc. 56436/19;00017/2019;Pregao Presencial;201119;15.385.800,00;2019;185448640001-30;4.528.140,00;Vencedora
Doc. 56446/19;00026/2019;Pregao Presencial;201203;12.489.000,00;2019;23431440001-76;1.543.258,00;Vencedora
Doc. 56446/19;00026/2019;Pregao Presencial;201203;17.758.000,00;2019;25968720001-90;2.000.900,00;Vencedora
Doc. 56446/19;00026/2019;Pregao Presencial;201203;17.758.000,00;2019;38080360001-94;1.241.900,00;Vencedora
Doc. 56446/19;00026/2019;Pregao Presencial;201203;11.600.000,00;2019;118956530001-00;892.865,00;Vencedora
Doc. 56446/19;00026/2019;Pregao Presencial;201203;17.758.000,00;2019;180727640001-58;161.400,00;Vencedora
Doc. 56446/19;00026/2019;Pregao Presencial;201203;17.758.000,00;2019;182961530001-93;1.789.400,00;Vencedora
Doc. 56446/19;00026/2019;Pregao Presencial;201203;17.758.000,00;2019;305597230001-96;153.200,00;Vencedora
Doc. 56482/19;00057/2019;Pregao Presencial;201208;12.489.000,00;2019;89735690001-45;8.272.500,00;Vencedora
Doc. 56491/20;00030/2020;Pregao Presencial;201008;9.490.500,00;2020;27067090001-32;7.950.000,00;Vencedora
Doc. 56492/19;00028/2019;Dispensa (Art. 24 - Lei 8.666/93);201212;12.489.000,00;2019;108978590001-07;3.608.149,00;Vencedora
Doc. 56505/20;00006/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);201112;148.815.510,00;2020;81602900001-42;4.494.400,00;Perdedora
Doc. 56505/20;00006/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);201112;148.815.510,00;2020;90395740001-48;4.720.000,00;Perdedora
Doc. 56505/20;00006/2020;Dispensa COVID-19 (Art. 4 da Lei 13.979/2020);201112;148.815.510,00;2020;172908350001-26;3.200.000,00;Vencedora
Doc. 56524/19;25018/2019;Pregao Presencial;603050;12.489.000,00;2019;207545750001-07;8.052.000,00;Perdedora
Doc. 56524/19;25018/2019;Pregao Presencial;603050;12.489.000,00;2019;224768370001-44;8.479.000,00;Vencedora
Doc. 56537/19;00001/2019;Chamada Publica;201040;10.245.820,00;2019;24854750001-40;2.331.000,00;Vencedora
Doc. 56537/19;00001/2019;Chamada Publica;201040;10.245.820,00;2019;44993510001-40;28.256.350,00;Vencedora
Doc. 56537/19;00001/2019;Chamada Publica;201040;10.245.820,00;2019;88550430001-60;7.264.500,00;Vencedora
Doc. 56557/20;00022/2020;Pregao Presencial;201068;148.815.510,00;2020;296979800001-05;1.500.000,00;Vencedora
Doc. 56557/20;00022/2020;Pregao Presencial;201068;148.815.510,00;2020;341745910001-35;4.800.000,00;Vencedora
Doc. 56558/20;00022/2020;Pregao Presencial;601068;148.815.510,00;2020;296979800001-05;1.500.000,00;Vencedora
Doc. 56558/20;00022/2020;Pregao Presencial;601068;148.815.510,00;2020;341745910001-35;4.500.000,00;Vencedora
Doc. 56560/19;00039/2019;Pregao Presencial;601112;10.245.820,00;2019;267628330001-83;2.205.000,00;Vencedora
Doc. 56565/20;00036/2020;Pregao Presencial;201128;148.815.510,00;2020;87916590001-15;4.500.000,00;Vencedora
Doc. 56586/19;00070/2019;Pregao Presencial;201082;10.245.820,00;2019;180718350001-06;2.445.285,00;Vencedora
Doc. 56586/19;00070/2019;Pregao Presencial;201082;10.245.820,00;2019;246427020001-37;1.541.225,00;Vencedora
Doc. 56590/19;00060/2019;Dispensa (Art. 24 - Lei 8.666/93);201061;10.245.820,00;2019;71900900001-70;1.085.400,00;Perdedora
Doc. 56590/19;00060/2019;Dispensa (Art. 24 - Lei 8.666/93);201061;10.245.820,00;2019;166939350001-30;1.180.000,00;Perdedora
Doc. 56590/19;00060/2019;Dispensa (Art. 24 - Lei 8.666/93);201061;5.030.000,00;2019;270738010001-33;1.049.580,00;Vencedora
Doc. 56591/19;00028/2019;Pregao Presencial;201113;160.050.000,00;2019;48264240001-60;9.282.200,00;Vencedora
Doc. 56591/19;00028/2019;Pregao Presencial;201113;160.050.000,00;2019;59928770001-20;11.335.300,00;Perdedora
Doc. 56591/19;00028/2019;Pregao Presencial;201113;160.050.000,00;2019;131990980001-08;4.020.000,00;Perdedora
Doc. 56591/19;00028/2019;Pregao Presencial;201113;160.050.000,00;2019;299030190001-20;8.143.200,00;Vencedora
Doc. 56600/19;00034/2019;Pregao Presencial;201137;78.603.800,00;2019;86060710001-44;1.500.000,00;Vencedora
Doc. 56601/19;00073/2019;Pregao Presencial;201082;78.603.800,00;2019;34676840001-24;214.240,00;Vencedora
Doc. 56601/19;00073/2019;Pregao Presencial;201082;78.603.800,00;2019;48264240001-60;6.821.550,00;Perdedora
Doc. 56601/19;00073/2019;Pregao Presencial;201082;78.603.800,00;2019;299030190001-20;3.520.655,00;Vencedora
Doc. 56601/19;00073/2019;Pregao Presencial;201082;78.603.800,00;2019;701112570002-87;1.168.400,00;Vencedora
Doc. 56606/19;00012/2019;Tomada de Precos;201200;1.100.000,00;2020;192930190001-00;19.674.740,00;Perdedora
Doc. 56606/19;00012/2019;Tomada de Precos;201200;1.100.000,00;2020;246585680001-62;19.276.035,00;Vencedora
Doc. 56635/19;00013/2019;Pregao Presencial;601189;81.941.690,00;2019;38170430001-52;5.371.200,00;Vencedora
Doc. 56635/19;00013/2019;Pregao Presencial;601189;81.941.690,00;2019;92102190001-90;902.468,00;Vencedora
Doc. 56635/19;00013/2019;Pregao Presencial;601189;2.680.109,00;2019;222911820001-30;18.041.292,00;Vencedora
Doc. 56665/19;00018/2019;Pregao Presencial;201024;2.680.109,00;2019;75098450001-56;61.104.000,00;Vencedora
Doc. 56669/19;00017/2019;Pregao Presencial;601013;75.857.550,00;2019;39655170001-03;7.034.800,00;Vencedora
Doc. 56669/19;00017/2019;Pregao Presencial;601013;2.680.109,00;2019;107190480001-08;6.850.000,00;Perdedora
Doc. 56669/19;00017/2019;Pregao Presencial;601013;75.857.550,00;2019;156598140001-00;6.360.000,00;Vencedora
Doc. 56669/19;00017/2019;Pregao Presencial;601013;75.857.550,00;2019;293128960001-26;4.488.000,00;Vencedora
Doc. 56670/19;00027/2019;Pregao Presencial;601200;75.857.550,00;2019;95082260001-72;3.169.000,00;Vencedora
Doc. 56671/19;00007/2019;Tomada de Precos;201090;75.857.550,00;2019;181101430001-11;6.289.827,00;Vencedora
Doc. 56671/19;00007/2019;Tomada de Precos;201090;75.857.550,00;2019;228892820001-62;7.619.524,00;Vencedora
Doc. 56717/19;00029/2019;Pregao Presencial;201108;8.000.000,00;2019;81602900001-42;6.244.850,00;Vencedora
Doc. 56717/19;00029/2019;Pregao Presencial;201108;42.764.555,00;2019;92102190001-90;4.826.335,00;Vencedora
Doc. 56717/19;00029/2019;Pregao Presencial;201108;8.000.000,00;2019;298940430001-40;5.336.535,00;Perdedora
Doc. 56738/19;00026/2019;Pregao Presencial;201025;42.764.555,00;2019;107190480001-08;5.042.700,00;Vencedora
Doc. 56738/19;00026/2019;Pregao Presencial;201025;1.440.000,00;2019;209342780001-43;3.542.400,00;Vencedora
Doc. 56738/19;00026/2019;Pregao Presencial;201025;5.230.818,00;2019;222286790001-03;18.381.000,00;Vencedora
Doc. 56738/19;00026/2019;Pregao Presencial;201025;42.764.555,00;2019;268732360001-26;3.446.000,00;Vencedora
Doc. 56744/19;00069/2019;Pregao Presencial;201212;9.100.000,00;2019;186583860001-99;1.980.165,00;Vencedora
Doc. 56745/19;00032/2019;Pregao Presencial;201219;1.555.200,00;2019;138378460001-22;46.000.000,00;Perdedora
Doc. 56745/19;00032/2019;Pregao Presencial;201219;1.200.000,00;2019;156528820001-47;53.000.000,00;Vencedora
Doc. 56748/19;00071/2019;Pregao Presencial;201212;1.500.000,00;2019;118899120001-82;1.034.778,00;Vencedora
Doc. 56753/19;00014/2019;Pregao Presencial;201105;3.500.000,00;2019;155556120001-18;14.800.000,00;Vencedora
Doc. 56754/19;00038/2019;Pregao Presencial;201165;1.800.000,00;2019;607469480001-12;14.306.000,00;Vencedora
Doc. 56758/19;00039/2019;Pregao Presencial;201165;11.572.550,00;2019;131990980001-08;4.623.000,00;Vencedora
Doc. 56758/19;00039/2019;Pregao Presencial;201165;1.900.000,00;2019;185533100001-07;5.057.000,00;Perdedora
Doc. 56758/19;00039/2019;Pregao Presencial;201165;1.500.000,00;2019;276168440001-18;2.693.000,00;Perdedora
Doc. 56777/19;00003/2019;Tomada de Precos;601165;11.572.550,00;2019;105963700001-97;3.575.000,00;Vencedora
Doc. 56786/19;00075/2019;Pregao Presencial;201082;11.572.550,00;2019;65382030001-12;22.005.000,00;Vencedora
Doc. 56843/19;00001/2019;Inexigibilidade;101074;4.560.000,00;2019;115960100001-58;4.200.000,00;Vencedora
Doc. 56879/19;00011/2019;Dispensa (Art. 24 - Lei 8.666/93);201184;7.117.390,00;2019;207573220001-97;2.507.161,00;Vencedora
Doc. 56882/19;00027/2019;Pregao Presencial;201108;8.158.510,00;2019;23015690001-12;7.745.000,00;Vencedora
Doc. 56882/19;00027/2019;Pregao Presencial;201108;8.158.510,00;2019;48264240001-60;5.327.000,00;Vencedora
Doc. 56882/19;00027/2019;Pregao Presencial;201108;7.200.000,00;2019;139228720001-59;330.000,00;Perdedora
Doc. 56882/19;00027/2019;Pregao Presencial;201108;8.158.510,00;2019;153481420001-11;7.579.400,00;Vencedora
Doc. 56893/19;15003/2019;Dispensa (Art. 24 - Lei 8.666/93);201148;1.200.000,00;2019;135096720001-79;601.000,00;Vencedora
Doc. 56898/19;00016/2019;Pregao Presencial;601107;11.883.195,00;2019;17222960001-17;9.742.600,00;Vencedora
Doc. 56898/19;00016/2019;Pregao Presencial;601107;7.343.000,00;2019;32465870001-01;16.454.640,00;Perdedora
Doc. 56898/19;00016/2019;Pregao Presencial;601107;7.343.000,00;2019;86747520001-40;16.923.184,00;Perdedora
Doc. 56898/19;00016/2019;Pregao Presencial;601107;11.883.195,00;2019;87782010001-26;2.333.800,00;Vencedora
Doc. 56898/19;00016/2019;Pregao Presencial;601107;7.343.000,00;2019;152185610001-39;16.265.800,00;Perdedora
Doc. 56898/19;00016/2019;Pregao Presencial;601107;11.676.164,00;2019;166821790001-44;19.246.244,00;Perdedora
Doc. 56898/19;00016/2019;Pregao Presencial;601107;1.400.000,00;2019;407871520001-09;1.612.000,00;Vencedora
Doc. 56900/19;00003/2019;Tomada de Precos;201029;11.883.195,00;2019;157058600001-06;33.951.098,00;Vencedora
Doc. 56918/19;00006/2019;Tomada de Precos;201047;11.883.195,00;2019;108722800001-81;34.432.052,00;Vencedora
Doc. 56944/20;00020/2020;Pregao Eletronico;201049;148.815.510,00;2020;128689750001-15;1.250.000,00;Vencedora
Doc. 56948/20;00025/2020;Pregao Eletronico;602171;148.815.510,00;2020;102878530001-00;14.340.000,00;Vencedora
