,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,cast,keywords,director
2974,9500000,['Horror'],,9373,tt0324216,en,The Texas Chainsaw Massacre,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers.",7.810068,2003-10-17,107071655.0,98.0,Released,What you know about fear... doesn't even come close.,The Texas Chainsaw Massacre,False,6.1,670.0,"['Jessica Biel', 'Jonathan Tucker', 'Erica Leerhsen']","['trauma', 'psychopath', 'stalker']",Marcus Nispel
2975,3500000,"['Science Fiction', 'Thriller', 'Horror']",,145135,tt2387433,en,Dark Skies,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",26.972326,2013-02-21,25174316.0,97.0,Released,Once you have been chosen. You belong to them.,Dark Skies,False,6.1,668.0,"['Keri Russell', 'Josh Hamilton', 'Dakota Goyo']","['supernatural', 'horror', 'alien']",Scott Stewart
2976,0,"['Drama', 'Comedy']",http://www.topfivemovie.com/,284296,tt2784678,en,Top Five,A comedian tries to make it as a serious actor when his reality-TV star fiancé talks him into broadcasting their wedding on her TV show.,7.355355,2014-12-12,25434291.0,102.0,Released,,Top Five,False,6.3,212.0,"['Chris Rock', 'Rosario Dawson', 'J.B. Smoove']","['comedian', 'interview', 'reporter']",Chris Rock
2977,4200000,"['Fantasy', 'Action', 'Thriller']",,3040,tt0403358,ru,Ночной дозор,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",8.803869,2004-06-27,32000000.0,114.0,Released,All That Stands Between Light And Darkness Is The Night Watch.,Night Watch,False,6.3,212.0,"['Konstantin Khabenskiy', 'Vladimir Menshov', 'Galina Tyunina']","['witch', 'subway', 'fight']",Timur Bekmambetov
2978,50000000,"['Comedy', 'Adventure', 'Crime']",,145220,tt2281587,en,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",7.244956,2014-03-20,80383290.0,112.0,Released,Taking the world by farce,Muppets Most Wanted,False,6.2,318.0,"['Ricky Gervais', 'Ty Burrell', 'Tina Fey']","['musical', 'the muppets']",James Bobin
2979,6000000,"['Comedy', 'Drama', 'Romance']",http://barefootthemovie.com/,242042,tt2355495,en,Barefoot,"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.
 Remake of the German film ""Barfuss"" (2005).",5.939334,2014-02-02,15071.0,90.0,Released,She's stepping out into the world.,Barefoot,False,6.3,210.0,"['Evan Rachel Wood', 'Scott Speedman', 'J.K. Simmons']","['naivety', 'remake', 'family']",Andrew Fleming
2980,0,"['History', 'Drama']",,245700,tt2473794,en,Mr. Turner,"Eccentric British painter J.M.W. Turner  lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper bears an unrequited love for him.",6.328696,2014-10-31,5405500.0,150.0,Released,,Mr. Turner,False,6.3,207.0,"['Timothy Spall', 'Dorothy Atkinson', 'Marion Bailey']",['painter'],Mike Leigh
2981,60000000,"['Adventure', 'Animation', 'Comedy']",,137116,tt2398241,en,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",16.972835,2017-03-23,197183546.0,89.0,Released,,Smurfs: The Lost Village,False,6.2,311.0,"['Julia Roberts', 'Ariel Winter', 'Ellie Kemper']","['sequel', 'kids']",Kelly Asbury
2982,20000000,"['Action', 'Comedy', 'Crime']",,96,tt0092644,en,Beverly Hills Cop II,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.",9.200336,1987-05-18,299965036.0,100.0,Released,,Beverly Hills Cop II,False,6.1,627.0,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton']","['smuggling of arms', 'detective', 'intensive care']",Tony Scott
2983,0,['Comedy'],,288036,tt3165612,en,Sleeping with Other People,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.",8.844452,2015-06-26,3214116.0,100.0,Released,A romantic comedy with commitment issues.,Sleeping with Other People,False,6.2,309.0,"['Jason Sudeikis', 'Alison Brie', 'Adam Scott']","['sex', 'cheating', 'love']",Leslye Headland
2984,0,['Comedy'],,11566,tt0106673,en,Dave,"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady...",13.696394,1993-05-07,63000000.0,110.0,Released,"In a country where anybody can become President, anybody just did.",Dave,False,6.3,205.0,"['Kevin Kline', 'Sigourney Weaver', 'Frank Langella']","['coma', 'white house', 'usa president']",Ivan Reitman
2985,75000000,"['Action', 'Comedy', 'Crime']",,3172,tt0219965,en,Bandits,Two bank robbers fall in love with the girl they've kidnapped.,13.136791,2001-10-12,67631903.0,123.0,Released,"Two's company, three's a crime.",Bandits,False,6.2,307.0,"['Bruce Willis', 'Billy Bob Thornton', 'Cate Blanchett']",['prison'],Barry Levinson
2986,0,"['Comedy', 'Drama']",,10158,tt0105812,en,White Men Can't Jump,"Billy Hoyle (Woody Harrelson) and Sidney Deane (Wesley Snipes) are an unlikely pair of basketball hustlers. They team up to con their way across the courts of Los Angeles, playing a game that's fast dangerous - and funny.",8.795941,1992-03-26,90753806.0,115.0,Released,It ain't easy being this good.,White Men Can't Jump,False,6.2,305.0,"['Wesley Snipes', 'Woody Harrelson', 'Rosie Perez']","['white trash', 'male friendship', 'friendship']",Ron Shelton
2987,16000000,"['Action', 'Science Fiction', 'Crime']",,9556,tt0099365,en,Darkman,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",8.899418,1990-08-24,48878502.0,96.0,Released,"They destroyed everything he had, everything he was. Now, crime has a new enemy and justice has a new face.",Darkman,False,6.2,304.0,"['Liam Neeson', 'Frances McDormand', 'Colin Friels']","['corruption', 'experiment', 'burn']",Sam Raimi
2988,6000000,"['Drama', 'Horror', 'Thriller']",,9529,tt0103919,en,Candyman,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",12.721362,1992-10-16,25792310.0,99.0,Released,You don't have to believe... just beware.,Candyman,False,6.2,303.0,"['Virginia Madsen', 'Tony Todd', 'Xander Berkeley']","['investigation', 'urban legend', 'urban']",Bernard Rose
2989,0,"['Drama', 'Thriller']",,331583,tt3503406,en,The Whole Truth,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,12.664893,2016-03-25,0.0,93.0,Released,Do you solemnly swear..,The Whole Truth,False,6.3,202.0,"['Keanu Reeves', 'Renée Zellweger', 'Gugu Mbatha-Raw']","['murder', 'lawyer', 'woman director']",Courtney Hunt
2990,70000000,"['Action', 'Adventure', 'Thriller']",,9350,tt0106582,en,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",9.830853,1993-05-28,255000211.0,112.0,Released,The height of adventure.,Cliffhanger,False,6.1,600.0,"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']","['mountain', 'rocky mountains', 'airplane']",Renny Harlin
2991,30000000,"['Action', 'Adventure', 'Drama']",http://www.lostcityofzfilm.co.uk/home,314095,tt1212428,en,The Lost City of Z,"At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment, which views indigenous populations as savages, the determined Fawcett, supported by his devoted wife, son, and aide-de-camp, returns to his beloved jungle in an attempt to prove his case.",21.791111,2016-10-15,8574339.0,140.0,Released,"In 1925, Percy Fawcett ventured into the Amazon in search of a myth. What he discovered became legendary.",The Lost City of Z,False,6.1,598.0,"['Charlie Hunnam', 'Robert Pattinson', 'Sienna Miller']","['based on novel', 'river', 'snake']",James Gray
2992,38000000,"['Comedy', 'Family']",,6283,tt0119715,en,MouseHunt,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of it's single, stubborn occupant: a tiny and tenacious mouse.",6.456233,1997-12-19,122417389.0,98.0,Released,Who's hunting who?,MouseHunt,False,6.2,297.0,"['Nathan Lane', 'Lee Evans', 'Vicki Lewis']","['brother brother relationship', 'loss of father', 'mouse']",Gore Verbinski
2993,17000000,"['Crime', 'Drama', 'Thriller']",,26390,tt1210042,en,Brooklyn's Finest,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,12.50422,2009-01-16,29536299.0,133.0,Released,This is War. This is Brooklyn.,Brooklyn's Finest,False,6.2,296.0,"['Richard Gere', 'Don Cheadle', 'Ethan Hawke']","['male nudity', 'female nudity', 'tattoo']",Antoine Fuqua
2994,27000000,"['Horror', 'Mystery', 'Thriller']",http://www.case39movie.com/mainsite/,28355,tt0795351,en,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",9.644085,2009-08-13,29000000.0,109.0,Released,Some cases should  never be opened.,Case 39,False,6.1,580.0,"['Renée Zellweger', 'Jodelle Ferland', 'Ian McShane']","['child abuse', 'detective', 'social worker']",Christian Alvart
